review_item_id,planning_run_id,period_start,period_end,workstation_id,workstation_name,operation_id,issue_type,issue_severity,issue_description,recommended_review_action,auto_action_allowed,advisory_only_flag
QAC-REV-0001,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-FRAME-PREP,Frame Preparation Station,MT-OP-010,LARGE_OTHER_DEFECT_DISPOSITION,MEDIUM,defect_rate=0.0400; rework_hours=0.20; processing_trend=IMPROVING; adjusted_hours=19.29,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0154,PHASE4-MPS-20260701125813,2026-09-07,2026-09-13,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0155,PHASE4-MPS-20260701125813,2026-09-07,2026-09-13,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0156,PHASE4-MPS-20260701125813,2026-09-07,2026-09-13,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0157,PHASE4-MPS-20260701125813,2026-09-07,2026-09-13,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0158,PHASE4-MPS-20260701125813,2026-09-07,2026-09-13,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0159,PHASE4-MPS-20260701125813,2026-09-07,2026-09-13,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0160,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0161,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0162,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0163,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0164,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0165,PHASE4-MPS-20260701125813,2026-09-14,2026-09-20,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0166,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-FRAME-PREP,Frame Preparation Station,ROAD-OP-010,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0350; rework_hours=0.40; processing_trend=IMPROVING; adjusted_hours=38.44,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0167,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,HIGH_EXPECTED_LOSS_UNITS,HIGH,defect_rate=0.0450; rework_hours=0.75; processing_trend=WORSENING; adjusted_hours=48.39,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0168,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-BRAKE-SUB,Brake Subassembly Station,ROAD-OP-030,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0300; rework_hours=0.46; processing_trend=STABLE; adjusted_hours=35.43,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0169,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,HIGH_EXPECTED_LOSS_UNITS,CRITICAL,defect_rate=0.0600; rework_hours=1.86; processing_trend=WORSENING; adjusted_hours=74.98,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0170,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-QC,Final Quality Control Station,ROAD-OP-050,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0400; rework_hours=0.83; processing_trend=STABLE; adjusted_hours=30.75,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0171,PHASE4-MPS-20260701125813,2026-09-21,2026-09-27,WS-PACK,Packaging Station,ROAD-OP-060,HIGH_EXPECTED_LOSS_UNITS,MEDIUM,defect_rate=0.0200; rework_hours=0.05; processing_trend=STABLE; adjusted_hours=24.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0172,PHASE4-MPS-20260701125813,2026-09-28,2026-10-04,WS-WHEEL-SUB,Wheel Subassembly Station,ROAD-OP-020,PROCESSING_TIME_QUALITY_CAPACITY_IMPACT,HIGH,defect_rate=0.0450; rework_hours=0.11; processing_trend=WORSENING; adjusted_hours=7.09,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0173,PHASE4-MPS-20260701125813,2026-09-28,2026-10-04,WS-FINAL-ASM,Final Assembly Station,ROAD-OP-040,PROCESSING_TIME_QUALITY_CAPACITY_IMPACT,HIGH,defect_rate=0.0600; rework_hours=0.27; processing_trend=WORSENING; adjusted_hours=10.99,REVIEW_QUALITY_REWORK_AND_PROCESSING_TIME,False,True
QAC-REV-0174,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-BRAKE-SUB,Brake Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 102.68% with delta 1.27 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0175,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-FINAL-ASM,Final Assembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 218.40% with delta 24.61 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0176,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-FRAME-PREP,Frame Preparation Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 111.24% with delta -0.00 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0177,PHASE4-MPS-20260701125813,2026-06-29,2026-07-05,WS-WHEEL-SUB,Wheel Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 138.05% with delta 9.98 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0178,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-BRAKE-SUB,Brake Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 187.42% with delta 2.34 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0179,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-FINAL-ASM,Final Assembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 398.77% with delta 44.97 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0180,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-FORK-SUSP,Fork and Suspension Prep Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 118.62% with delta 8.18 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0181,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-FRAME-PREP,Frame Preparation Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 202.28% with delta 0.00 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0182,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-PACK,Packaging Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 129.21% with delta 0.26 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0183,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-QC,Final Quality Control Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 164.66% with delta 4.22 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0184,PHASE4-MPS-20260701125813,2026-07-06,2026-07-12,WS-WHEEL-SUB,Wheel Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 252.06% with delta 18.24 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0185,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-BRAKE-SUB,Brake Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 187.81% with delta 2.34 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0186,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-FINAL-ASM,Final Assembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 399.60% with delta 45.06 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0187,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-FORK-SUSP,Fork and Suspension Prep Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 118.62% with delta 8.18 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0188,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-FRAME-PREP,Frame Preparation Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 202.70% with delta 0.00 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0189,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-PACK,Packaging Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 129.49% with delta 0.26 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0190,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-QC,Final Quality Control Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 165.01% with delta 4.23 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0191,PHASE4-MPS-20260701125813,2026-07-13,2026-07-19,WS-WHEEL-SUB,Wheel Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 252.60% with delta 18.28 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0192,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-BRAKE-SUB,Brake Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 187.81% with delta 2.34 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0193,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-FINAL-ASM,Final Assembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 399.60% with delta 45.06 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0194,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-FORK-SUSP,Fork and Suspension Prep Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 118.62% with delta 8.18 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0195,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-FRAME-PREP,Frame Preparation Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 202.70% with delta 0.00 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0196,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-PACK,Packaging Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 129.49% with delta 0.26 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0197,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-QC,Final Quality Control Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 165.01% with delta 4.23 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0198,PHASE4-MPS-20260701125813,2026-07-20,2026-07-26,WS-WHEEL-SUB,Wheel Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 252.60% with delta 18.28 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0199,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-BRAKE-SUB,Brake Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 187.81% with delta 2.34 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0200,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-FINAL-ASM,Final Assembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 399.60% with delta 45.06 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0201,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-FORK-SUSP,Fork and Suspension Prep Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 118.62% with delta 8.18 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0202,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-FRAME-PREP,Frame Preparation Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 202.70% with delta 0.00 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0203,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-PACK,Packaging Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 129.49% with delta 0.26 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0204,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-QC,Final Quality Control Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 165.01% with delta 4.23 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0205,PHASE4-MPS-20260701125813,2026-07-27,2026-08-02,WS-WHEEL-SUB,Wheel Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 252.60% with delta 18.28 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0206,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-BRAKE-SUB,Brake Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 187.81% with delta 2.34 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0207,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-FINAL-ASM,Final Assembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 399.60% with delta 45.06 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0208,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-FORK-SUSP,Fork and Suspension Prep Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 118.62% with delta 8.18 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0209,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-FRAME-PREP,Frame Preparation Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 202.70% with delta 0.00 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0210,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-PACK,Packaging Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 129.49% with delta 0.26 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0211,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-QC,Final Quality Control Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 165.01% with delta 4.23 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0212,PHASE4-MPS-20260701125813,2026-08-03,2026-08-09,WS-WHEEL-SUB,Wheel Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 252.60% with delta 18.28 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0213,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-BRAKE-SUB,Brake Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 187.81% with delta 2.34 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0214,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-FINAL-ASM,Final Assembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 399.60% with delta 45.06 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0215,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-FORK-SUSP,Fork and Suspension Prep Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 118.62% with delta 8.18 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0216,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-FRAME-PREP,Frame Preparation Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 202.70% with delta 0.00 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0217,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-PACK,Packaging Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 129.49% with delta 0.26 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0218,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-QC,Final Quality Control Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 165.01% with delta 4.23 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0219,PHASE4-MPS-20260701125813,2026-08-10,2026-08-16,WS-WHEEL-SUB,Wheel Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 252.60% with delta 18.28 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0220,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-BRAKE-SUB,Brake Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 187.81% with delta 2.34 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0221,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-FINAL-ASM,Final Assembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 399.60% with delta 45.06 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0222,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-FORK-SUSP,Fork and Suspension Prep Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 118.62% with delta 8.18 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0223,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-FRAME-PREP,Frame Preparation Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 202.70% with delta 0.00 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0224,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-PACK,Packaging Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 129.49% with delta 0.26 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0225,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-QC,Final Quality Control Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 165.01% with delta 4.23 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0226,PHASE4-MPS-20260701125813,2026-08-17,2026-08-23,WS-WHEEL-SUB,Wheel Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 252.60% with delta 18.28 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0227,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-BRAKE-SUB,Brake Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 187.81% with delta 2.34 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0228,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-FINAL-ASM,Final Assembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 399.60% with delta 45.06 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0229,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-FORK-SUSP,Fork and Suspension Prep Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 118.62% with delta 8.18 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0230,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-FRAME-PREP,Frame Preparation Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 202.70% with delta 0.00 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0231,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-PACK,Packaging Station,,QUALITY_ADJUSTED_CAPACITY_RISK,HIGH,Quality-adjusted utilization is 129.49% with delta 0.26 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0232,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-QC,Final Quality Control Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 165.01% with delta 4.23 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0233,PHASE4-MPS-20260701125813,2026-08-24,2026-08-30,WS-WHEEL-SUB,Wheel Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 252.60% with delta 18.28 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
QAC-REV-0234,PHASE4-MPS-20260701125813,2026-08-31,2026-09-06,WS-BRAKE-SUB,Brake Subassembly Station,,QUALITY_ADJUSTED_CAPACITY_RISK,CRITICAL,Quality-adjusted utilization is 187.81% with delta 2.34 percentage points.,REVIEW_WORKSTATION_CAPACITY_AND_QUALITY_DRIVERS,False,True
