recommendation_id,planning_run_id,finished_sku,schedule_candidate_id,blocking_operation_id,blocking_operation_name,blocking_reason,upstream_operation_id,upstream_operation_name,downstream_operation_id,downstream_operation_name,wip_item_id,wip_buffer_id,current_accepted_wip_qty,target_buffer_qty,available_buffer_capacity_qty,recommended_action,recommendation_reason,expected_schedule_effect,auto_action_allowed,advisory_only_flag
WIPREC-0109,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260921,MT-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,MT-OP-010,Frame Preparation,WIP-MT-FRAME-TO-FORK,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0110,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260921,MT-OP-020,Fork and Suspension Prep,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-020,Fork and Suspension Prep,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0111,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260921,MT-OP-030,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-030,Wheel Subassembly,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0112,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260921,MT-OP-040,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-040,Brake Subassembly,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0113,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260921,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,80.0,90.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0114,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260921,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,45.0,80.0,75.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0115,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260921,MT-OP-050,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,39.0,80.0,80.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0116,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260921,MT-OP-060,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-050,Final Assembly,MT-OP-060,Final Quality Control,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,35.0,48.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0117,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260921,MT-OP-070,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,MT-OP-060,Final Quality Control,MT-OP-070,Packaging,WIP-MT-QC-PASSED,BUF-MT-QC,18.0,35.0,42.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0118,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260928,MT-OP-010,Frame Preparation,DOWNSTREAM_MAINTENANCE_BLOCKED,,,MT-OP-010,Frame Preparation,WIP-MT-FRAME-TO-FORK,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0119,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260928,MT-OP-020,Fork and Suspension Prep,DOWNSTREAM_MAINTENANCE_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-020,Fork and Suspension Prep,WIP-MT-FRAME-TO-FORK,BUF-MT-FRAME-FORK,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0120,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260928,MT-OP-030,Wheel Subassembly,DOWNSTREAM_MAINTENANCE_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-030,Wheel Subassembly,WIP-MT-FRAME-TO-WHEEL,BUF-MT-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0121,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260928,MT-OP-040,Brake Subassembly,DOWNSTREAM_MAINTENANCE_BLOCKED,MT-OP-010,Frame Preparation,MT-OP-040,Brake Subassembly,WIP-MT-FRAME-TO-BRAKE,BUF-MT-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0122,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260928,MT-OP-050,Final Assembly,DOWNSTREAM_MAINTENANCE_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-FORK-READY,BUF-MT-FORK,0.0,80.0,90.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0123,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260928,MT-OP-050,Final Assembly,DOWNSTREAM_MAINTENANCE_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-WHEEL-SET-READY,BUF-MT-WHEEL,45.0,80.0,75.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0124,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260928,MT-OP-050,Final Assembly,DOWNSTREAM_MAINTENANCE_BLOCKED,MT-OP-040,Brake Subassembly,MT-OP-050,Final Assembly,WIP-MT-BRAKE-SET-READY,BUF-MT-BRAKE,39.0,80.0,80.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0125,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260928,MT-OP-060,Final Quality Control,DOWNSTREAM_MAINTENANCE_BLOCKED,MT-OP-050,Final Assembly,MT-OP-060,Final Quality Control,WIP-MT-FINAL-ASSEMBLY-READY,BUF-MT-ASM,0.0,35.0,48.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0126,PHASE4-MPS-20260726202343,SKU-BIKE-MT-001,PSC-SKU-BIKE-MT-001-20260928,MT-OP-070,Packaging,DOWNSTREAM_MAINTENANCE_BLOCKED,MT-OP-060,Final Quality Control,MT-OP-070,Packaging,WIP-MT-QC-PASSED,BUF-MT-QC,18.0,35.0,42.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0127,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260629,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0128,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260629,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0129,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260629,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0130,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260629,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0131,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260629,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0132,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260629,ROAD-OP-050,Final Quality Control,DOWNSTREAM_MAINTENANCE_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0133,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260629,ROAD-OP-060,Packaging,DOWNSTREAM_MAINTENANCE_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0134,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260706,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0135,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260706,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0136,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260706,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0137,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260706,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0138,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260706,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0139,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260706,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0140,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260706,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0141,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260713,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0142,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260713,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0143,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260713,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0144,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260713,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0145,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260713,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0146,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260713,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0147,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260713,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0148,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260720,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0149,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260720,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0150,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260720,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0151,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260720,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0152,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260720,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0153,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260720,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0154,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260720,ROAD-OP-060,Packaging,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-050,Final Quality Control,ROAD-OP-060,Packaging,WIP-ROAD-QC-PASSED,BUF-ROAD-QC,20.0,35.0,40.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0155,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260727,ROAD-OP-010,Frame Preparation,DOWNSTREAM_CAPACITY_BLOCKED,,,ROAD-OP-010,Frame Preparation,WIP-ROAD-FRAME-TO-WHEEL,,0.0,0.0,0.0,CONTINUE_UPSTREAM_PRODUCTION_TO_BUFFER,The operation can produce useful output WIP into available buffer capacity.,PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0156,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260727,ROAD-OP-020,Wheel Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-020,Wheel Subassembly,WIP-ROAD-FRAME-TO-WHEEL,BUF-ROAD-FRAME-WHEEL,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0157,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260727,ROAD-OP-030,Brake Subassembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-010,Frame Preparation,ROAD-OP-030,Brake Subassembly,WIP-ROAD-FRAME-TO-BRAKE,BUF-ROAD-FRAME-BRAKE,0.0,50.0,80.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
WIPREC-0158,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260727,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-WHEEL-SET-READY,BUF-ROAD-WHEEL,40.0,80.0,78.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0159,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260727,ROAD-OP-040,Final Assembly,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-030,Brake Subassembly,ROAD-OP-040,Final Assembly,WIP-ROAD-BRAKE-SET-READY,BUF-ROAD-BRAKE,38.0,80.0,82.0,USE_ACCEPTED_WIP_TO_SUPPORT_DOWNSTREAM,"Accepted WIP is available for the downstream operation, but capacity and maintenance blockers remain visible if present.",REDUCES_BLOCKER,False,True
WIPREC-0160,PHASE4-MPS-20260726202343,SKU-BIKE-ROAD-001,PSC-SKU-BIKE-ROAD-001-20260727,ROAD-OP-050,Final Quality Control,DOWNSTREAM_CAPACITY_BLOCKED,ROAD-OP-040,Final Assembly,ROAD-OP-050,Final Quality Control,WIP-ROAD-FINAL-ASSEMBLY-READY,BUF-ROAD-ASM,0.0,35.0,44.0,BUILD_WIP_TO_TARGET,"Input WIP is short, while an upstream buffer can absorb useful production.",PARTIALLY_REDUCES_BLOCKER,False,True
